epoch,lr,train_loss,train_l_se,train_l_r,train_l_conv,train_l_dyn,train_l_sym,train_gnorm
276,0.001,0.0068245456,0.0047848597,0.0,0.010028107,0.0,0.019394042,0.19795212
277,0.001,0.00844833,0.004400115,0.0019094396,0.009530528,0.0,0.037619658,0.152474
278,0.001,0.0062479526,0.004284667,0.0,0.0075404667,0.0,0.018878814,0.16473159
279,0.001,0.0060162814,0.004013077,0.0,0.020000778,0.0,0.018031957,0.17305143
280,0.001,0.006031642,0.0041977866,0.0,0.0016551384,0.0,0.018173046,0.15942763
281,0.001,0.0074628345,0.0037891022,0.00073463254,0.0032284819,0.0,0.03567984,0.13909881
282,0.001,0.006045387,0.003904002,0.0,0.015254372,0.0,0.019888408,0.2515001
283,0.001,0.0055642803,0.0038041929,0.0,0.00073365535,0.0,0.017527508,0.14754081
284,0.001,0.007651142,0.0038890096,0.0,0.010625413,0.0,0.03655878,0.24818492
285,0.001,0.0049439846,0.0032314253,0.0005428943,0.0069289287,0.0,0.015889803,0.12901068
286,0.001,0.0048068156,0.0030730676,0.0,0.004678163,0.0,0.016869664,0.14129956
287,0.001,0.006684047,0.003100088,0.0,0.028333368,0.0,0.03300625,0.20876162
288,0.001,0.0049169566,0.003157532,0.0,0.007867942,0.0,0.016807454,0.12996978
289,0.001,0.005216336,0.0032906719,0.00042228965,0.013339519,0.0,0.0175004,0.18633316
290,0.001,0.004648799,0.0030397063,0.0,0.011132279,0.0,0.014977703,0.1444734
291,0.001,0.0060286205,0.0027572885,0.0,0.007944765,0.0,0.031918846,0.14841895
292,0.001,0.0053256196,0.0028475185,0.0,0.094637245,0.0,0.015317286,0.28130415
293,0.001,0.005331436,0.0034377982,0.002095801,0.020881835,0.0,0.0147523945,0.17565759
294,0.001,0.006566328,0.0034712781,0.0,0.0028521228,0.0,0.030665286,0.16097935
295,0.001,0.0048473934,0.0030311507,0.0,0.014168565,0.0,0.016745571,0.1758853
296,0.001,0.00433063,0.0027295873,0.0,0.012816266,0.0,0.0147288,0.16487812
297,0.001,0.006127491,0.002897604,0.00045759822,0.009316316,0.0,0.03090964,0.23098826
298,0.001,0.004296143,0.002970612,0.0,0.006015219,0.0,0.012653788,0.20653516
299,0.001,0.004170863,0.0023641486,0.0,0.042728387,0.0,0.0137943085,0.22412258
300,0.001,0.0040373798,0.0025420054,0.0,0.0063851243,0.0,0.014315231,0.12448128
301,0.001,0.0054111783,0.002525953,1.7667482e-05,0.0072422153,0.0,0.028110357,0.14385231
302,0.001,0.0037528016,0.0023549865,0.0,0.002708008,0.0,0.013707349,0.10132499
