s11,s22,s12,r_calc,theta_rad,theta_pi_coeff,phi_rad,phi_pi_coeff,se_target
-0.4366632,-1.1173016,0.12760225,1.2063664,4.339822,1.3814081,1.4648241,0.46626797,1.0
0.79075795,0.13783915,0.39357322,0.89397854,0.1725787,0.054933507,1.1149203,0.35489014,1.0
0.5261326,-0.34500188,-0.37534046,0.7326133,5.702791,1.8152548,2.1086931,0.67121786,1.0
0.2694405,0.5345756,-0.51175094,0.78756475,1.1039324,0.35139257,2.2781034,0.7251428,1.0
0.034809653,-0.3868018,0.52779675,0.65528375,4.8021407,1.5285689,0.6343659,0.20192493,1.0
-0.7455794,0.21731347,0.2797986,0.82547015,2.8579805,0.9097234,1.2249887,0.38992602,1.0
-0.9752835,-0.7664896,-0.26385632,1.2681894,3.8076859,1.212024,1.7803849,0.5667141,1.0
1.1011548,0.6491816,-0.16418561,1.288773,0.53269744,0.16956286,1.6985403,0.54066217,1.0
0.9060606,-0.114004605,0.14463994,0.92458826,6.1580186,1.9601581,1.413714,0.44999915,1.0
-0.15326458,0.45462537,0.48309687,0.6808501,1.8959535,0.6035007,0.7819376,0.24889846,1.0
-0.46027887,-0.51870817,-0.5026051,0.8564617,3.9866037,1.2689754,2.1979456,0.6996278,1.0
-0.53567296,0.38112703,-0.34815568,0.7439192,2.5231957,0.8031581,2.0578249,0.65502596,1.0
-0.90656334,-0.21820374,0.33083,0.98940307,3.377793,1.075185,1.2298561,0.39147535,1.0
0.043246,1.0207564,0.010486882,1.0217259,1.528455,0.48652232,1.5605323,0.49673286,1.0
0.34710023,-0.778993,-0.027704637,0.8532738,5.1315575,1.6334255,1.6032708,0.51033694,1.0
0.34698352,1.1235936,-0.048333935,1.1769435,1.2712713,0.40465823,1.6118753,0.5130758,1.0
0.5249227,-0.62074876,0.06653809,0.81565934,5.4143395,1.7234378,1.4891298,0.47400472,1.0
-0.6129683,0.34226,0.31481925,0.7694045,2.63235,0.837903,1.1492493,0.3658174,1.0
-0.89957905,-0.09018054,-0.29650718,0.95146805,3.2415063,1.0318035,1.8877057,0.6008754,1.0
-0.010565415,0.61892164,-0.45103037,0.7659008,1.5878654,0.5054332,2.2004795,0.7004344,1.0
-0.28236923,-0.67587435,0.4670145,0.8687008,4.3166466,1.3740312,1.003207,0.3193307,1.0
1.0609024,0.7173945,0.20076269,1.296331,0.59458154,0.18926118,1.4153006,0.45050415,1.0
0.84424096,-0.18041992,-0.18474117,0.88284963,6.0726457,1.932983,1.78161,0.56710404,1.0
-0.83478194,0.124126084,-0.24773213,0.8795677,2.9939814,0.95301384,1.8563119,0.5908824,1.0
-1.0501997,-0.6535308,0.2282657,1.2578263,3.6982422,1.177187,1.3883089,0.44191244,1.0
0.30119008,0.32372057,0.54832804,0.70439625,0.8214366,0.2614714,0.67862445,0.21601287,1.0
0.05337575,-0.14749303,-0.567898,0.58916146,5.0596137,1.610525,2.8721106,0.91422117,1.0
0.7403905,0.19556382,-0.43142027,0.87894636,0.2582383,0.0821998,2.0838478,0.66330934,1.0
0.45872676,-0.34296283,0.4141739,0.7068195,5.6411963,1.7956485,0.9447217,0.30071425,1.0
-0.36087003,0.7603103,0.07600002,0.84502953,2.013947,0.6410592,1.480737,0.4713332,1.0
-0.0660405,-1.0182236,-0.0932794,1.0246179,4.647621,1.4793837,1.6619608,0.5290186,1.0
0.9991605,0.017085465,-0.07843783,1.0023801,0.017098153,0.005442511,1.6491281,0.52493376,1.0
0.78164345,-0.32657075,0.09508447,0.8524412,5.8874288,1.8740268,1.45902,0.4644205,1.0
-0.3137596,0.46397713,0.4245401,0.70281875,2.165397,0.6892672,0.9222188,0.29355136,1.0
-0.1658881,-0.77611285,-0.40778995,0.8922795,4.5018153,1.4329723,2.0454388,0.65108335,1.0
-0.2906966,0.08978104,-0.54201347,0.6215656,2.8420384,0.9046489,2.630097,0.8371858,1.0
-0.25379217,-0.21462005,0.5609506,0.6520259,3.8435576,1.2234423,0.5349002,0.17026402,1.0
0.5800849,1.0388542,0.24960434,1.215738,1.0615351,0.33789712,1.364015,0.43417946,1.0
0.087245464,-0.8700046,-0.2306342,0.9042742,4.8123364,1.5318142,1.8286947,0.58209157,1.0
-0.21397476,0.80998766,-0.20397538,0.8622477,1.8290668,0.58221,1.8096226,0.5760208,1.0
-0.7856446,-1.050781,0.18633519,1.3251789,4.0703764,1.2956411,1.4297175,0.4550932,1.0
0.73962003,0.35106406,0.4432344,0.93098897,0.4431665,0.14106427,1.0745934,0.3420537,1.0
0.5822873,-0.037780993,-0.46098253,0.7436335,6.2183924,1.9793757,2.2394187,0.7128291,1.0
0.13447942,0.9042106,-0.3087157,0.96487665,1.4231528,0.4530036,1.8964767,0.60366726,1.0
0.38013333,-0.6108288,0.288785,0.77524835,5.2690616,1.6771944,1.189088,0.37849846,1.0
-0.5957938,0.5543449,0.049854193,0.8153244,2.3922172,0.7614663,1.5096117,0.48052433,1.0
-1.131927,-0.40966108,-0.069822334,1.205801,3.4888425,1.110533,1.6287341,0.51844215,1.0
-0.75382704,0.37997106,-0.01764679,0.8443605,2.6747055,0.8513852,1.5916975,0.506653,1.0
-1.0418112,-0.09379038,0.03437267,1.0465891,3.231377,1.0285792,1.5379479,0.489544,1.0
0.26220608,0.8995187,0.3454337,0.99860424,1.2871596,0.4097156,1.2175809,0.38756803,1.0
0.4167324,-0.53023404,-0.32874528,0.75025827,5.378498,1.7120291,2.024365,0.6443754,1.0
0.5597153,0.5465557,-0.4809405,0.91831803,0.7735033,0.24621375,2.122007,0.67545575,1.0
0.40254202,-0.15733624,0.49995694,0.6608719,5.910586,1.8813978,0.71283466,0.2269023,1.0
-0.1517275,0.8703058,0.17077991,0.8997884,1.7433997,0.55494136,1.3798379,0.43921602,1.0
-0.71899766,-1.0964432,-0.15187138,1.3199282,4.131979,1.3152497,1.6861122,0.53670615,1.0
0.69228256,0.9729719,-0.28731045,1.2282007,0.952385,0.30315354,1.8069122,0.575158,1.0
0.18679075,-0.7759524,0.2696086,0.84242606,4.948619,1.5751942,1.2450265,0.39630422,1.0
-0.4624504,0.019608075,0.50881803,0.6878522,3.0992177,0.9865116,0.7381422,0.23495795,1.0
-0.47296634,-0.21075283,-0.5264868,0.7384458,3.5607798,1.1334314,2.3645155,0.75264865,1.0
-0.310765,0.5271086,-0.39233267,0.72687227,2.103508,0.66956735,2.140942,0.68148303,1.0
-0.101956226,-0.81011695,0.3723403,0.8973972,4.5871935,1.460149,1.142951,0.3638126,1.0
1.1120117,0.37492627,0.11515587,1.1791525,0.32519093,0.10351148,1.4729806,0.4688643,1.0
0.59447354,-0.5275296,-0.13504474,0.8061782,5.557381,1.7689693,1.7391021,0.55357337,1.0
-0.6335608,0.48937234,-0.12789091,0.81070375,2.483899,0.79064965,1.7292111,0.550425,1.0
-1.0930305,-0.28520986,0.10906099,1.1348809,3.3968363,1.0812465,1.4745488,0.46936345,1.0
0.04318975,0.7809429,0.37505177,0.8674105,1.515548,0.4824139,1.1236647,0.3576736,1.0
0.2768368,-0.552357,-0.3938487,0.732703,5.1769896,1.6478869,2.1382997,0.6806419,1.0
0.46309784,0.28229016,-0.5280722,0.7569726,0.5474259,0.17425108,2.3428535,0.7457534,1.0
0.42359614,-0.072179876,0.51146233,0.66801,6.1144085,1.9462767,0.69874406,0.22241713,1.0
-0.2734978,0.7208492,0.2635809,0.81480026,1.9334282,0.6154293,1.2413794,0.39514333,1.0
-0.83865625,-0.9063037,-0.28008723,1.2661673,3.9657388,1.2623339,1.7938501,0.5710002,1.0
0.49405396,1.1155945,-0.14436477,1.2286097,1.1538945,0.36729604,1.688571,0.5374888,1.0
0.0074854866,-0.95479935,0.16447401,0.9688909,4.7202287,1.5024954,1.4002154,0.44570237,1.0
-0.43845683,0.09246221,0.5028803,0.67355937,2.9337568,0.9338438,0.72785777,0.23168431,1.0
-0.61711186,-0.4313065,-0.48280844,0.89440274,3.7515876,1.1941674,2.1410089,0.68150425,1.0
-0.43180227,0.51374733,-0.33054164,0.74809575,2.2697465,0.72248274,2.0284495,0.64567554,1.0
-0.29436526,-0.9026955,0.34843084,1.0113922,4.3971663,1.3996614,1.2190837,0.38804638,1.0
1.0570264,0.12892513,0.027993005,1.0652277,0.12137015,0.038633317,1.5445144,0.4916342,1.0
0.73629224,-0.40197876,-0.0102117285,0.8389383,5.783457,1.8409314,1.5829688,0.5038746,1.0
1.0974911,0.26023656,-0.06682672,1.1299007,0.2328196,0.07410878,1.6299748,0.5188371,1.0
0.66072816,-0.48550954,0.048058514,0.8213348,5.649477,1.7982843,1.5122502,0.48136416,1.0
-0.31121135,0.65933263,0.29621854,0.7869673,2.011802,0.64037645,1.1848834,0.37716007,1.0
-0.028299524,-0.85173285,-0.31509468,0.9085892,4.6791754,1.4894277,1.9249488,0.6127302,1.0
-0.54304856,0.08024858,-0.46728992,0.7209032,2.9948802,0.95329994,2.2760153,0.7244781,1.0
-0.7186828,-0.41517138,0.4507417,0.94447887,3.6654415,1.1667463,1.0732868,0.3416378,1.0
0.88288504,1.0011772,0.1844657,1.3475419,0.84810156,0.2699591,1.4334747,0.45628914,1.0
0.27280575,-0.7707453,-0.20105137,0.84195775,5.052579,1.6082858,1.8119164,0.5767509,1.0
-0.07143085,0.88092744,-0.22799057,0.91275144,1.6517053,0.5257541,1.8232534,0.5803596,1.0
-0.5536951,-1.0420427,0.2480205,1.2057966,4.223973,1.3445323,1.3636274,0.43405607,1.0
0.1930294,0.15645327,0.5681731,0.6201279,0.68111986,0.21680717,0.41225597,0.13122515,1.0
0.2686497,-0.07740148,-0.5480397,0.6152326,6.0026693,1.9107089,2.6698651,0.84984446,1.0
0.32711935,0.8006162,-0.41388553,0.9587985,1.1829115,0.3765324,2.0171409,0.64207584,1.0
0.37749162,-0.3892181,0.43169543,0.693074,5.482494,1.745132,0.89838964,0.2859663,1.0
-0.6882117,0.44234732,0.093567796,0.82344484,2.5703318,0.818162,1.4569207,0.46375227,1.0
-1.0804605,-0.21273842,-0.07572484,1.1038057,3.3360019,1.0618824,1.6394538,0.52185434,1.0
0.15589875,1.0550945,-0.094796084,1.0707544,1.4240997,0.453305,1.6594445,0.52821755,1.0
0.41392657,-0.71656877,0.07871301,0.83126515,5.236213,1.6667384,1.4759637,0.46981382,1.0
-0.43378887,0.38251078,0.40807834,0.70782423,2.4189298,0.7699692,0.9563271,0.30440834,1.0
-0.77224576,-0.2733168,-0.4242649,0.92253256,3.4817595,1.1082785,2.0486693,0.6521117,1.0
-0.04974522,0.20980413,-0.56067544,0.60070735,1.8036004,0.57410383,2.7744555,0.88313663,1.0
-0.28096956,-0.38239017,0.54230183,0.7205952,4.0787053,1.2982922,0.7188328,0.22881158,1.0
1.0577735,0.49923736,0.23090935,1.1922423,0.44097325,0.14036614,1.3758881,0.43795878,1.0
0.8868722,-0.029446589,-0.24931598,0.92172,6.2499948,1.9894351,1.8446983,0.5871857,1.0
-0.7539329,0.30802867,-0.18661064,0.83553576,2.7537267,0.8765384,1.7960386,0.5716968,1.0
-0.9497083,-0.921033,0.20368671,1.3385574,3.9116638,1.2451212,1.4180341,0.45137426,1.0
0.44133273,0.68667716,0.46070707,0.9373106,0.9995646,0.3181713,1.0569618,0.33644137,1.0
0.11339052,-0.5759332,-0.44352308,0.73570997,4.906784,1.5618778,2.2178652,0.7059684,1.0
0.8997901,0.07294348,-0.28907365,0.9478958,0.08089033,0.02574819,1.8806965,0.59864426,1.0
0.62770885,-0.3335095,0.30844027,0.77484345,5.7948027,1.844543,1.1613867,0.36968088,1.0
-0.5122116,0.6319959,0.06953368,0.81646466,2.2518868,0.7167978,1.4855287,0.47285846,1.0
-0.32191324,-1.117377,-0.050129622,1.1639041,4.4318876,1.4107136,1.6138799,0.5137139,1.0
-0.43229997,0.70924306,-0.03408431,0.83130664,2.1181886,0.67424035,1.6118088,0.51305467,1.0
-0.18378003,-1.0786549,0.017921936,1.0943457,4.5436306,1.4462825,1.5544188,0.49478686,1.0
0.93976206,0.35654032,0.32903364,1.057609,0.3626176,0.11542477,1.2544347,0.39929897,1.0
0.48065144,-0.44474897,-0.34515858,0.74024445,5.536565,1.7623433,2.0558734,0.6544048,1.0
0.42619357,0.5518056,-0.49968177,0.85779494,0.91313666,0.2906604,2.1926208,0.69793284,1.0
0.125046,-0.47926003,0.4812289,0.6905852,4.9676137,1.5812405,0.7998112,0.2545878,1.0
-0.93768454,0.051844902,0.15214656,0.95136154,3.0863585,0.9824184,1.4101816,0.44887474,1.0
-1.1032052,-0.55287737,-0.17049152,1.2457136,3.6061642,1.1478777,1.7080898,0.5437019,1.0
0.95000327,0.7984334,-0.26988402,1.2699761,0.69892555,0.2224749,1.7849404,0.56816417,1.0
0.72497475,-0.23639849,0.28702182,0.8147725,5.9679785,1.8996665,1.2107984,0.3854091,1.0
-0.04706054,0.38591293,0.5262114,0.65424913,1.6921432,0.5386259,0.6363029,0.2025415,1.0
-0.2968777,-0.54382354,-0.50910664,0.8019164,4.2126927,1.3409417,2.258627,0.71894324,1.0
-0.5966488,0.26421508,-0.372629,0.75143313,2.724716,0.867304,2.089657,0.6651585,1.0
-0.736946,-0.0057660067,0.3920572,0.83476436,3.1494167,1.0024904,1.0818883,0.34437573,1.0
0.2245658,1.065016,0.13475606,1.0967443,1.3629837,0.43385118,1.447616,0.46079046,1.0
0.46300167,-0.6625064,-0.11543133,0.8164616,5.322352,1.6941572,1.7126516,0.5451539,1.0
1.1294535,0.5840886,-0.11954917,1.2771518,0.4772675,0.15191896,1.6645397,0.5298394,1.0
0.92328143,-0.08804284,0.13965595,0.9379253,6.188114,1.9697379,1.4213418,0.45242712,1.0
-0.1898743,0.62730163,0.38787106,0.76157963,1.8647139,0.5935569,1.0364275,0.32990512,1.0
-0.66888475,-0.8429897,-0.3677973,1.1372393,4.041644,1.2864952,1.9001298,0.6048301,1.0
-0.24642493,0.24586837,-0.52225006,0.6276317,2.357325,0.75035983,2.5536733,0.8128594,1.0
-0.40492123,-0.1602005,0.54013675,0.6938106,3.5183294,1.119919,0.6785119,0.21597704,1.0
0.1779038,0.9557545,0.27381006,1.0099943,1.3867629,0.44142032,1.2962601,0.4126124,1.0
0.4093683,-0.61851937,-0.2560269,0.7846645,5.297051,1.6861036,1.9031707,0.605798,1.0
-0.45632765,0.63883847,-0.17524354,0.80440027,2.1910608,0.6974363,1.7904137,0.56990635,1.0
-0.26474863,-1.0672736,0.15641226,1.1106888,4.4692364,1.422602,1.4295021,0.45502466,1.0
0.5768911,0.0255779,0.47654945,0.74870354,0.044308465,0.014103822,0.8808452,0.2803817,1.0
0.3985379,-0.18123153,-0.49534333,0.6610918,5.8563957,1.8641486,2.4177716,0.7696006,1.0
0.5320501,0.8994179,-0.3589361,1.1049275,1.0366137,0.32996437,1.9016498,0.6053139,1.0
0.10058089,-0.7502429,0.34232485,0.830763,4.845659,1.5424211,1.1460817,0.36480913,1.0
-0.8297754,0.2804907,0.0042170263,0.87591094,2.8156192,0.8962394,1.5659819,0.4984675,1.0
-1.0467963,-0.9439632,-0.02072035,1.4097086,3.8753815,1.2335722,1.5854952,0.5046788,1.0
-0.98852897,0.018724862,-0.03628467,0.9893719,3.1226528,0.9939712,1.6074791,0.5116765,1.0
-1.1450189,-0.4877424,0.05631211,1.2458459,3.5442836,1.1281805,1.5255811,0.48560753,1.0
0.6370482,0.9381071,0.32235798,1.1788934,0.97425026,0.3101135,1.2938277,0.4118381,1.0
0.16755915,-0.75582,-0.3022226,0.8310706,4.9305525,1.5694436,1.9429845,0.61847115,1.0
0.73329985,0.22765015,-0.43870357,0.8843156,0.3010127,0.095815316,2.0898905,0.6652328,1.0
0.3797777,-0.32646343,0.45651102,0.67765164,5.5731344,1.7739837,0.83163786,0.26471853,1.0
-0.381223,0.6814471,0.20857896,0.8082118,2.0808518,0.66235566,1.3097676,0.41691196,1.0
-0.107587315,-0.9930382,-0.19073406,1.0168968,4.6044683,1.4656477,1.7594787,0.5600594,1.0
0.28082067,1.0200793,-0.2359642,1.0840207,1.3021578,0.4144897,1.7902281,0.5698473,1.0
0.45912266,-0.6073283,0.21719459,0.79171634,5.3597007,1.7060456,1.2928995,0.41154268,1.0
-0.2070948,0.10092309,0.55558544,0.6014557,2.688134,0.8556596,0.3930776,0.12512049,1.0
-0.103360206,-0.007186487,-0.57445854,0.5837273,3.2110095,1.022096,2.9631507,0.9432002,1.0
-0.10068917,0.63035417,-0.41993865,0.76408976,1.7291925,0.55041903,2.1526737,0.6852173,1.0
-0.513285,-0.8172098,0.40338907,1.0459522,4.1515675,1.3214849,1.174866,0.37397143,1.0
1.0130316,0.96441597,0.08297106,1.4011478,0.76081806,0.2421759,1.5115452,0.48113975,1.0
0.8039455,-0.29482064,-0.09955369,0.8620664,5.931696,1.8881174,1.6865373,0.53684145,1.0
-0.25858358,0.8328642,-0.089641124,0.8766777,1.8718355,0.5958237,1.6732264,0.53260446,1.0
-0.9009304,-1.0480233,0.10672024,1.3861521,4.002321,1.2739782,1.4937298,0.47546896,1.0
0.7949646,0.44475088,0.41784737,1.0021819,0.5100771,0.16236259,1.1407228,0.36310333,1.0
0.68030274,-0.07372596,-0.40066475,0.79295623,6.1752343,1.965638,2.1005025,0.6686107,1.0
0.0055097607,0.29047188,-0.5529304,0.62460893,1.5518303,0.4939629,2.6578116,0.8460077,1.0
0.04434318,-0.10409466,0.5723001,0.58337754,5.115097,1.6281859,0.19518653,0.0621298,1.0
-0.61993694,0.42100558,0.24319793,0.78785324,2.5450246,0.81010646,1.2569869,0.40011132,1.0
-1.0133915,-0.22469345,-0.22379526,1.0618539,3.359787,1.0694534,1.7831477,0.5675935,1.0
0.99793464,0.15944038,-0.21433346,1.03307,0.15843135,0.050430264,1.7797867,0.5665237,1.0
0.66038066,-0.41480026,0.19825234,0.80465263,5.7223434,1.8214785,1.3218504,0.42075804,1.0
-0.36756608,0.386085,0.43738687,0.68954605,2.3316271,0.74217993,0.88367903,0.28128377,1.0
-0.25896809,-0.7061194,-0.4535759,0.87829393,4.3608723,1.3881087,2.1134713,0.6727388,1.0
-0.7167105,0.19733237,-0.31935132,0.8090731,2.872919,0.91447854,1.9765513,0.6291558,1.0
-0.9449602,-0.7143924,0.3009796,1.2222499,3.7889245,1.2060521,1.3219867,0.42080143,1.0
0.56106,1.1512607,0.043729123,1.2814453,1.1173247,0.3556555,1.5366648,0.4891356,1.0
0.066715375,-0.9591534,-0.06213825,0.9634767,4.7818336,1.5221049,1.635335,0.5205433,1.0
0.9988334,1.001054,-0.006024206,1.4141476,0.7865086,0.25035346,1.5750563,0.501356,1.0
0.317329,-0.80199504,0.023165004,0.86280376,5.089161,1.6199301,1.5439446,0.4914528,1.0
-0.71672606,0.13343187,0.35254574,0.8098079,2.9575312,0.9414114,1.120375,0.35662645,1.0
-0.92381346,-0.61144465,-0.3354424,1.1575049,3.7262673,1.1861078,1.8648119,0.59358805,1.0
-0.22521581,0.43547857,-0.46959543,0.6788841,2.0480843,0.65192544,2.3346598,0.7431453,1.0
-0.053048313,-0.55609757,0.48902673,0.7424323,4.617283,1.4697268,0.8517307,0.2711143,1.0
1.0712568,0.32428482,0.1776144,1.1332688,0.2939452,0.09356566,1.4134201,0.44990557,1.0
0.6177954,-0.49021325,-0.15829104,0.80438566,5.6124277,1.7864912,1.7688742,0.5630501,1.0
-0.63076,0.37314016,-0.27540654,0.78290516,2.6073933,0.82995903,1.930263,0.6144218,1.0
-0.95039546,-0.12743945,0.25924608,0.99332815,3.2748885,1.0424293,1.3067515,0.4159519,1.0
0.17185014,0.50833255,0.5162114,0.7445862,1.2447921,0.39622962,0.8047572,0.25616217,1.0
0.2118584,-0.23492734,-0.5323388,0.619241,5.4462,1.7335793,2.6054068,0.8293267,1.0
0.8436269,0.60263205,-0.38014242,1.1042554,0.620282,0.19744189,1.9222386,0.61186755,1.0
0.6811004,-0.16897345,0.3616915,0.78947484,6.040006,1.9225936,1.0948927,0.34851518,1.0
-0.04238159,0.9552247,0.122835584,0.9640223,1.6151354,0.51411355,1.4430292,0.45933044,1.0
-0.50848424,-1.11812,-0.14118299,1.2363985,4.285578,1.3641417,1.6852349,0.5364269,1.0
1.0808355,0.7945474,-0.14055142,1.3488014,0.63391185,0.20178041,1.6751906,0.5332297,1.0
0.8588839,-0.20382103,0.12344615,0.89132684,6.050186,1.9258341,1.4318527,0.45577285,1.0
-0.025280936,0.7655692,0.36235824,0.84737176,1.6038067,0.5105075,1.1289314,0.35935003,1.0
-0.41033795,-0.8697472,-0.37949654,1.0338545,4.271563,1.3596807,1.9466531,0.6196389,1.0
-0.27517983,0.15889214,-0.53394926,0.6213473,2.6179476,0.8333186,2.6047761,0.829126,1.0
-0.48482868,-0.07155634,0.51462394,0.71064544,3.2881258,1.0466429,0.76097476,0.24222578,1.0
0.36092603,1.0190485,0.25760028,1.1113439,1.2304031,0.39164945,1.3368772,0.42554122,1.0
0.47452316,-0.5379064,-0.27702913,0.7689348,5.4352636,1.7300981,1.9393606,0.6173176,1.0
-0.3790062,0.7135924,-0.15987949,0.82366335,2.0590322,0.6554103,1.7661443,0.5621812,1.0
-0.080064364,-0.98990536,0.17600495,1.0086132,4.631684,1.4743108,1.3953965,0.44416848,1.0
0.60123813,0.17334157,0.48740298,0.7931559,0.2806957,0.08934822,0.9090305,0.2893534,1.0
0.36773923,-0.29818255,-0.47124007,0.66799116,5.6018615,1.7831278,2.353866,0.7492588,1.0
0.8020663,0.8266834,-0.33483282,1.1995119,0.8005112,0.2548106,1.8536956,0.5900496,1.0
0.25761932,-0.6301497,0.35317838,0.76693636,5.1004777,1.6235324,1.0922319,0.3476682,1.0
-0.89893013,0.17682777,0.023809733,0.9164662,2.9473634,0.9381749,1.5448135,0.4917294,1.0
-1.1393385,-0.7319798,-0.0053562834,1.3542213,3.7126493,1.181773,1.5747516,0.50125897,1.0
-0.86258626,0.2249129,-0.061515547,0.8935463,2.8865294,0.91881084,1.6396952,0.5219312,1.0
-1.0983576,-0.8480303,0.044330973,1.388348,3.7990818,1.2092853,1.5388602,0.4898344,1.0
0.49368382,0.984576,0.30163765,1.1419715,1.1060152,0.35205555,1.3034866,0.41491264,1.0
0.044985883,-0.81042117,-0.3187143,0.8720006,4.7678413,1.517651,1.9449639,0.6191012,1.0
0.6638911,0.113248825,-0.45519528,0.8128834,0.16895716,0.05378073,2.1651533,0.6891897,1.0
0.4659497,-0.2841591,0.4357907,0.69840467,5.735555,1.8256838,0.8969705,0.28551456,1.0
-0.52157205,0.5638471,0.1965978,0.7928504,2.317266,0.7376087,1.320219,0.42023876,1.0
-0.40215567,-1.0606014,-0.21596494,1.1546624,4.3499613,1.3846357,1.7589418,0.55988854,1.0
0.007434554,0.92434376,-0.22539258,0.95145595,1.5627534,0.49743986,1.8099622,0.57612884,1.0
0.3142985,-0.7093552,0.24157976,0.81260633,5.1294703,1.6327611,1.2689433,0.4039172,1.0
-0.10259349,0.071672715,0.57066756,0.5842293,2.531801,0.80589724,0.21588607,0.06871867,1.0
-0.30451846,-0.06416011,-0.5545839,0.6359334,3.3492491,1.066099,2.6302304,0.8372283,1.0
-0.196337,0.6024991,-0.40006405,0.7494029,1.8858159,0.6002738,2.1339362,0.679253,1.0
-0.62211514,-0.7404468,0.41847122,1.0537584,4.0136185,1.2775744,1.1624169,0.3700088,1.0
1.1329505,0.6188335,0.10735621,1.2953985,0.4999319,0.15913326,1.4878261,0.47358975,1.0
0.92658585,-0.11318394,-0.0889821,0.9377045,6.161636,1.9613096,1.6658329,0.5302511,1.0
-0.15330759,0.8988271,-0.10134037,0.91742206,1.7397346,0.5537747,1.6814843,0.5352331,1.0
-0.6916029,-1.1341414,0.08120744,1.3308591,4.1647925,1.3256946,1.5097396,0.48056504,1.0
0.74467963,0.68880624,0.40163755,1.0910153,0.7464406,0.23759942,1.1937973,0.3799975,1.0
0.5535145,-0.20987114,-0.42166698,0.7267924,5.9207716,1.8846401,2.1897402,0.69701594,1.0
0.03152733,0.12092281,-0.57393265,0.58737975,1.3157514,0.4188167,2.9272041,0.931758,1.0
0.1348904,-0.17472045,0.5560903,0.5982968,5.3698444,1.7092745,0.37786207,0.120277226,1.0
-0.69958633,0.35075936,0.21768515,0.81230533,2.6768408,0.85206485,1.299496,0.41364244,1.0
-0.9379438,-0.05205096,-0.2354945,0.96845526,3.1970305,1.0176464,1.8164239,0.5781857,1.0
1.0688263,0.34828085,-0.19023024,1.1401213,0.31500372,0.100268796,1.7384312,0.5533598,1.0
0.58416736,-0.49078646,0.20910583,0.7911056,5.5844393,1.7775822,1.3032966,0.41485217,1.0
-0.24577841,0.45000157,0.45697954,0.68683237,2.070696,0.659123,0.8428423,0.26828504,1.0
-0.08415478,-0.6890701,-0.43821186,0.820932,4.5908628,1.461317,2.133882,0.67923576,1.0
-0.84674287,0.0067971437,-0.30398726,0.8996821,3.1335654,0.9974448,1.915463,0.6097108,1.0
-0.95827734,-0.4245617,0.32057232,1.096045,3.5586493,1.1327533,1.2739761,0.40551916,1.0
0.7827061,1.1204556,0.05458264,1.3678555,0.96103716,0.3059076,1.530882,0.48729485,1.0
0.1876406,-0.8906863,-0.038034998,0.9110311,4.9200225,1.5660918,1.6125579,0.5132931,1.0
0.6635494,1.1492438,-0.022515891,1.3272401,1.0471759,0.33332643,1.5877616,0.50540024,1.0
0.13646989,-0.92474747,0.00244468,0.9347662,4.8589067,1.546638,1.568181,0.4991675,1.0
-0.663851,0.23510504,0.3405646,0.78227663,2.8012228,0.8916569,1.1203687,0.35662442,1.0
-0.82493186,-0.72768,-0.36067328,1.1576338,3.864435,1.2300879,1.8876314,0.6008517,1.0
-0.25106674,0.34154773,-0.49482635,0.65156925,2.2046835,0.7017726,2.4332452,0.774526,1.0
-0.14769322,-0.6224107,0.4770456,0.7979855,4.479406,1.4258392,0.930027,0.29603678,1.0
0.9781006,0.032276552,0.15689406,0.9911298,0.032987244,0.010500166,1.4118295,0.44939926,1.0
0.7322043,-0.34541783,-0.17478274,0.8282425,5.8423915,1.8596909,1.7834234,0.5676813,1.0
-0.5255449,0.5098609,-0.25553194,0.7755335,2.3713412,0.75482136,1.9065616,0.6068774,1.0
-1.0104389,-0.413068,0.27432823,1.1255523,3.5296626,1.1235265,1.3245888,0.4216297,1.0
0.07525918,0.38261974,0.54059654,0.66656315,1.3765812,0.4381794,0.62490153,0.19891234,1.0
0.19184637,-0.2986313,-0.5217672,0.6310521,5.2834163,1.6817635,2.5442288,0.80985314,1.0
0.886561,0.47083575,-0.36957085,1.0697005,0.4882022,0.15539959,1.9235573,0.6122873,1.0
0.71302176,-0.057656333,0.38607663,0.81288344,6.202499,1.9743167,1.0758924,0.3424672,1.0
-0.23905146,0.82919806,0.13791771,0.8739201,1.8514779,0.58934367,1.4123188,0.44955504,1.0
-0.8615351,-1.0625671,-0.121308394,1.3733197,4.031094,1.2831371,1.6592438,0.5281537,1.0
-0.7722723,0.32912844,-0.11703739,0.8476012,2.7387214,0.87176204,1.7093197,0.5440934,1.0
-0.9823047,-0.018807212,0.13316424,0.9914681,3.1607363,1.0060936,1.436079,0.45711812,1.0
0.17937861,0.80982393,0.39041585,0.916742,1.3528126,0.43061364,1.1308696,0.35996696,1.0
0.35335305,-0.52057064,-0.37425596,0.7320653,5.308731,1.6898215,2.1074152,0.67081106,1.0
0.50517285,0.43409702,-0.5084795,0.8379685,0.70987076,0.22595887,2.222825,0.7075472,1.0
0.34495658,-0.10701332,0.5268264,0.6387432,5.9823766,1.9042495,0.6009729,0.19129561,1.0
-0.088896,0.8191414,0.28768414,0.8727298,1.6788967,0.5344094,1.2348771,0.3930736,1.0
-0.57035875,-1.0190444,-0.26923373,1.1984353,4.2021294,1.3375793,1.7973847,0.5721253,1.0
